poolID,liquidity,liquidity24hChange,asset0Symbol,asset0Denom,asset0Amount,asset0gecko,asset1Symbol,asset1Denom,asset1Amount,asset1gecko,volume24h,volume7d,fee
796,1566673.1033425159,-3.701955118681677,CUDOS,ibc/E09ED39F390EC51FA9F3F69BEA08B5BBE6A48B3057B2B1C3467FAAE9E58B021B,34044150.168313175,cudos,OSMO,uosmo,599198.557925,osmosis,21290.952837705783,682974.5880777678,0.2%
799,137543.7388811095,-5.138023762194829,,ibc/161D7D62BAB3B9C39003334F1671208F43C06B643CC9EDBBE82B64793C857F1D,9311.855186,,OSMO,uosmo,105214.700081,osmosis,22798.683944759014,349085.17623428477,0.2%
800,81406.79923169852,-6.491177630752644,LUNC,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,301587405.580556,terra-luna,OSMO,uosmo,30328.798439,osmosis,1552.5470854097366,23228.416932382603,8.0%
803,2423554.1709825927,-2.4515134552271802,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,105784.370278,cosmos,stATOM,ibc/C140AFD542AE77BD7DCC83F13FDD8C5E5BB8C4929785E6EC2F4C636F98F17901,81544.05174,stride-staked-atom,1389.1470126444603,42742.69295203143,0.3%
806,942058.2552236579,-6.8976139696678445,STRD,ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,104864.879449,stride,OSMO,uosmo,360317.32904,osmosis,96824.6906529783,1057239.569328406,0.2%
810,508972.1281629245,-1.3675135746582299,stSTARS,ibc/5DD1F95ED336014D00CE2520977EC71566D282F9749170ADC83A392E0EA7426A,7054884.723186,stride-staked-stars,STARS,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,8930928.407695,stargaze,0,6516.940782931025,0.3%
812,3066717.9918583273,-4.343179357064071,AXL,ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,792960.252863,axelar,OSMO,uosmo,1172926.378429,osmosis,235290.4511288854,2723999.27793852,0.2%
813,10579.038924221972,-6.925086238159929,REBUS,ibc/A1AC7F9EE2F643A68E3A35BCEB22040120BEA4059773BB56985C76BDFEBC71D9,1598317.8022443128,rebus,OSMO,uosmo,4042.196436,osmosis,2038.8924462592045,18208.099378880062,0.2%
816,292957.78014776646,-4.053838059839518,TORI,ibc/EB7FB9C8B425F289B63703413327C2051030E848CE4EAAEA2E51199D6D39D3EC,9942384.659454,,OSMO,uosmo,112047.441413,osmosis,6282.2468230850955,73722.65817710767,0.25%
817,1060340.848331741,-4.152661411817767,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1491074.967106,juno-network,stJUNO,ibc/84502A75BCA4A5F68D464C00B3F610CE2585847D59B52E5FFB7C3C9D2DDCD3FE,1267835.288038,,1.6497947465505407,8846.015262307566,0.3%
826,64648.16107204961,-7.059054532587264,LAMB,ibc/80825E8F04B12D914ABEADB1F4D39C04755B12C8402F6876EE3168450C0A90BB,3219185.7749175997,lambda,OSMO,uosmo,24725.345631,osmosis,4243.161881066609,56432.52444028793,0.2%
831,20044.593691437993,-2.488054277106911,USDT.axl,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,10010.521612,tether,OSMO,uosmo,7663.37822,osmosis,379.0192072021264,8992.643523752515,0.2%
832,925428.7950837526,-3.479333609968543,JKL,ibc/8E697BDABE97ACE8773C6DF7402B2D1D5104DD1EEABE12608E3469B7F64C15BA,759683.596533,,OSMO,uosmo,353946.051681,osmosis,43451.54575025747,1485268.7675878212,0.3%
833,31622741.248646848,-3.7736239750766516,stOSMO,ibc/D176154B0C63D1F9C6DCFB4F70349EBF2E2B5A87A05902F57A6AE92B863E9AEC,11276978.022062,stride-staked-osmo,OSMO,uosmo,10489048.135315,osmosis,21808.441744742242,674978.6362938603,0.3%
837,27790.762044249073,-1.9852401294777233,IST,ibc/92BE0717F4678905E53F4E45B2DED18BC0CB97BF1F8B6A25AFEDF3D5A879B4D5,13917.775222,,OSMO,uosmo,10629.121408,osmosis,751.908077552433,10310.815280032093,0.2%
840,537507.4053291923,-1.642723800859592,WBNB,ibc/F4A070A6D78496D53127EA85C094A9EC87DFC1F36071B8CCDDBD020F933D213D,477.22969191702975,wbnb,OSMO,uosmo,205580.237604,osmosis,95258.74985512652,351377.8441671896,0.2%
851,5347.388099130862,-2.7166796880895765,FET,ibc/5D1F516200EE8C6B2354102143B78A2DEDA25EDE771AC0F8DC3C1837C8FD4447,697.9428211183404,fetch-ai,JKL,ibc/8E697BDABE97ACE8773C6DF7402B2D1D5104DD1EEABE12608E3469B7F64C15BA,2970.144763,,91.84284708870663,1332.872641219353,0.25%
856,13172.000794985055,-2.8757613617704045,BZE,ibc/C822645522FC3EECF817609AA38C24B64D04F5C267A23BCCF8F2E3BC5755FA88,15060366.55201,bzedge,OSMO,uosmo,5037.889786,osmosis,953.1039260046518,6002.34424040723,0.2%
857,6908.309137325743,-2.3132748821587086,CMST,ibc/23CA6C8D1AB2145DD13EB1E089A2E3F960DC298B468CCE034E19E5A78B61136E,3867.81488,composite,OSMO,uosmo,2642.218179,osmosis,18.521179140996317,308.6363091475291,0.02%
858,2526.4638375741574,-3.8260240513838646,ACRE,ibc/BB936517F7E5D77A63E0ADB05217A6608B0C4CF8FBA7EA2F4BAE4107A7238F06,9767965.18132987,arable-protocol,OSMO,uosmo,965.562633,osmosis,0.3436813669323151,885.7291007328138,0.2%
872,10964.236667142444,0.11602659568585964,USDC.grv,ibc/9F9B07EF9AD291167CF5700628145DE1DEB777C2CFC7907553B24446515F6D0E,5183.389439,usd-coin,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5758.984237,usd-coin,1618.321064105157,17247.794281633658,0.04%
877,59429.13226422978,0.0644917923260291,BUSD,ibc/6329DD8CF31A334DD5BE3F68C846C9FE313281362B37686A62343BAC1EB1546D,18339.339380143396,binance-usd,USDT.axl,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,20376.575536,tether,412.60798550302604,8522.45008261994,0.01%
879,3610.021471503793,-1.9133832583342316,BUSD,ibc/6329DD8CF31A334DD5BE3F68C846C9FE313281362B37686A62343BAC1EB1546D,1761.3284158749289,binance-usd,OSMO,uosmo,1384.150687,osmosis,20.00354066411419,309.3309393675228,0.2%
882,25665.907063398998,-3.376691475032473,NOM,ibc/B9606D347599F0F2FDF82BA3EE339000673B7D274EA50F59494DC51EFCD42163,37893.40445066639,,OSMO,uosmo,9740.695932,osmosis,7600.0670845436,72071.81098891537,0.2%
886,60130.23607471482,-2.6244040914414284,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2109.509578,cosmos,stkATOM,ibc/CAA179E40F0266B0B29FB5EAA288FB9212E628822265D4141EBD1C47C3CBFCBC,2557.770246,,1519.2891689068488,35492.534714840454,0.3%
898,30197.63448827466,-2.9825985186154242,PLQ,ibc/B1E0166EA0D759FDF4B207D1F5F12210D8BFE36F2345CEFC76948CE2B36DFBAF,260437.85574660313,,OSMO,uosmo,11549.716291,osmosis,658.1564215904922,9799.373599491886,0.2%
899,159039.82699386936,-0.26906985995891425,WAVAX,ibc/6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373,1392.3348791380279,,OSMO,uosmo,60963.427328,osmosis,20190.655052933915,227416.7206218294,0.2%
900,71651.17663466565,4.2519505104763065,WFTM,ibc/5E2DFDF1734137302129EA1C1BA21A580F96F778D4F021815EA4F6DB378DA1A4,30368.018022795688,,OSMO,uosmo,27380.104569,osmosis,43460.78098348193,257589.93425521982,0.2%
902,7195.9661797768795,-5.8412383520066795,WYND,ibc/2FBAC4BF296D7844796844B35978E5899984BA5A6314B2DD8F83C215550010B3,751226.768195,,OSMO,uosmo,2752.238237,osmosis,202.78222549239908,868.5478547556914,0.3%
903,27517.50392956602,-1.3681927425216567,qSTARS,ibc/46C83BB054E12E189882B5284542DB605D94C99827E367C9192CF0579CD5BC83,225195.943007,,STARS,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,734727.336172,stargaze,0,1869.0078401999788,0.3%
904,3067.745950252828,-4.300502047392597,BTSG,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,220046.257467,bitsong,,ibc/BE95D1E09F5A44FC5409F4E0F52750DF2A868D865BC91F3C3EE3C83235789D18,2297799.580855,,0,0,0.3%
905,2091.0699835996284,-5.026829906528005,DYS,ibc/E27CD305D33F150369AB526AEB6646A76EC3FFB1A6CA58A663B5DE657A89D55D,21421352,,OSMO,uosmo,801.475393,osmosis,0.10523092521570579,2.1970817987392266,0.69%
907,139984.2674096318,-3.8836987445840845,MARS,ibc/573FCD90FACEE750F55A8864EF7D38265F07E5A9273FA0E8DAFD39951332B580,800245.400692,,OSMO,uosmo,53539.725744,osmosis,3108.645397462306,28903.60633817873,0.2%
908,1225.1021836067505,-0.25288106508295705,DAI,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,336.93810778132564,dai,CMST,ibc/23CA6C8D1AB2145DD13EB1E089A2E3F960DC298B468CCE034E19E5A78B61136E,619.249706,composite,3.9144313896051592,42.636560509725285,0.01%
909,3952.1088148600575,-0.023218498744112543,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1976.054213,usd-coin,CNTO,ibc/D38BB3DD46864694F009AF01DA5A815B3A875F8CC52FF5679BFFCC35DC7451D5,10097.675810747709,,0.46217483091557465,307.0562673262407,0.2%
910,4169.611086133294,1.7104623319213383,MEDAS,ibc/01E94A5FF29B8DDEFC86F412CC3927F7330E9B523CC63A6194B1108F5276025C,1813874.666392,,DVPN,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,2146207.194838,sentinel,0,99.8818251302834,0.3%
912,96761.8402152823,-4.713604468860312,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,14.147585900286163,ethereum,BOOT,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,829986249979,bostrom,1235.810155283136,17035.11934066852,0.5%
914,65242.12142914577,-3.226496643344676,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,2384228.106488,e-money,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2844.446975,cosmos,504.98003315831824,9110.437603649456,0.2%
915,65298.282142640775,-4.421714087544618,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,2382353.854548,e-money,AXL,ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,16892.580944,axelar,1499.404233135349,16595.510103153905,0.2%
917,53534.20978907596,-0.3620626340247924,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,1954604.176066,e-money,WAVAX,ibc/6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373,469.5975064697145,,1589.9780609613836,30663.332114501474,0.2%
918,31574.261238938547,-4.83988841638921,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,1150943.270663,e-money,SOMM,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,89517.187652,sommelier,50.67902412224481,1153.808651408842,0.2%
919,11510.401038965068,-4.784399603754668,DOT,ibc/3FF92D26B407FD61AE95D975712A7C319CDE28DE4D80BDC9978D935932B991D7,638.1848917126,polkadot,BOOT,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,98207089165,bostrom,102.5296135235963,234.82730959530926,0.5%
922,33127.695018500526,4.603077657600715,EVMOS,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,177340.48552874458,evmos,stEVMOS,ibc/C5579A9595790017C600DD726276D978B9BF314CF82406CE342720A9C7911A01,133104.7980226347,,2862.642121590398,35121.19541935626,0.3%
924,88915.65386827482,-4.231833133762106,NRIDE,ibc/E750D31033DC1CF4A044C3AA0A8117401316DC918FBEBC4E3D34F91B09D5F54C,5316667.376422,,OSMO,uosmo,34007.533837,osmosis,193.7685781803973,1118.3968763068103,0.2%
928,70782.46749235585,-3.7570700270828974,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,2580572.456271,e-money,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,10.379520089472432,ethereum,749.8576353825483,10303.643883954754,0.2%
929,66395.27473865598,-3.930599334286273,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,2427032.676118,e-money,WBTC.axl,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,0.51300359,wrapped-bitcoin,298.04512218742866,3614.899378899854,0.2%
930,92022.16451638754,-3.030273885036671,AKT,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,8648.33864,akash-network,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,3367898.824576,e-money,673.8910813054099,7680.0968858544375,0.2%
931,1627.8241527918779,-2.994922596452735,NGM,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,59538.152544,e-money,CRO,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,5963.50913828,crypto-com-chain,14.767792250475662,68.83929029576372,0.2%
935,1885.63200113766,-3.82603824477884,,ibc/8BE73A810E22F80E5E850531A688600D63AE7392E7C2770AE758CAA4FD921B7F,11085188.750287,,OSMO,uosmo,1442.393804,osmosis,0,0,0.2%
938,7700.432474296401,-0.02170998192159897,polygon.USDC,ibc/231FD77ECCB2DB916D314019DA30FE013202833386B1908A191D16989AD80B5A,2565.747077,,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2567.377864,usd-coin,1552.757941177464,11275.314126423787,0.04%
939,2754.893147486914,0.08691122732157737,USDT.axl,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,1471.33133,tether,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1281.241344,usd-coin,142.208395163863,1148.0510017839495,0.01%
941,9451.29209962184,-3.7491264381606175,SOLAR,ibc/C3FC4DED273E7D1DD2E7BAA3317EC9A53CD3252B577AA33DC00D9DF2BDF3ED5C,2315356.691397,,OSMO,uosmo,3614.831785,osmosis,3.9100889434941104,1083.694054040696,0.3%
944,1434532.419413133,-1.669323730381234,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,49072.243163,cosmos,qATOM,ibc/FA602364BEC305A696CBDF987058E99D8B479F0318E47314C49173E8838C5BAC,64642.182351,,2495.938308645581,43052.79086421921,0.3%
948,22942.30241973814,-2.6202436359913017,REGEN,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,251153.459986,regen,qREGEN,ibc/79A676508A2ECA1021EDDC7BB9CF70CEEC9514C478DA526A5A8B3E78506C2206,177312.165656,,0,407.43965967545233,0.3%
950,7317.503301196748,-5.069321090744532,WBTC.axl,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,0.05678141,wrapped-bitcoin,DYS,ibc/E27CD305D33F150369AB526AEB6646A76EC3FFB1A6CA58A663B5DE657A89D55D,74906996,,0,106.04347657780389,0.69%
952,13595.483073332067,-85.04538923944254,QCK,ibc/635CB83EF1DFE598B10A3E90485306FD0D47D34217A4BE5FD9977FA010A5367D,125714.634715,quicksilver,OSMO,uosmo,5199.858845,osmosis,1202.2007894064363,32366.835083228794,0.3%
956,16311.504727462061,10.419560128483752,qOSMO,ibc/42D24879D4569CE6477B7E88206ADBFE47C222C6CAD51A54083E4A72594269FC,6301.42537,,OSMO,uosmo,5251.712729,osmosis,543.4308960792,1976.0499870690637,0.3%
960,35324.288604053334,-5.784823516377361,WHALE,ibc/EDD6F0D66BCD49C1084FB2C35353B4ACD7B9191117CE63671B61320548F7C89D,596382.102287,,OSMO,uosmo,13510.466109,osmosis,13120.763835354215,168714.88527099206,0.3%
964,1543.1692465958895,-3.8260382447788235,SKOJ,ibc/71066B030D8FC6479E638580E1BA9C44925E8C1F6E45036669D22017CFDC8C5E,580050.619003,,OSMO,uosmo,590.215314,osmosis,0,0,0.2%
971,1163.2659030644343,-3.813088362412273,NCT,ibc/A76EB6ECF4E3E2D4A23C526FD1B48FDD42F171B206C9D2758EF778A7826ADD68,602.969568,toucan-protocol-nature-carbon-tonne,OSMO,uosmo,444.913834,osmosis,0.08034033204720001,70.36180004896991,0.2%
972,89070.61279555643,-3.190661199667893,REGEN,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,932188.867119,regen,NCT,ibc/A76EB6ECF4E3E2D4A23C526FD1B48FDD42F171B206C9D2758EF778A7826ADD68,45897.614408,toucan-protocol-nature-carbon-tonne,0.080109204854382,4787.763831074745,0.3%
992,252159.32020193146,-4.107064931783552,FLIX,ibc/CEE970BB3D26F4B907097B6B660489F13F3B0DA765B83CC7D9A0BC0CE220FA6F,701552.19446,omniflix-network,OSMO,uosmo,96442.629967,osmosis,7540.082569006716,143011.48325088967,0.3%
1007,65783.27287196256,-0.11274796589342893,BLZ,ibc/63CDD51098FD99E04E5F5610A3882CBE7614C441607BA6FCD7F3A3C1CD5325F8,151389.603515,bluzelle,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,32891.635872,usd-coin,46.471401531081405,20537.230322035968,0.2%
1011,28858.394061352097,-4.245356074474519,ARB,ibc/10E5E5B06D78FFBB61FD9F89209DEE5FD4446ED0550CBB8E3747DA79E10D9DC6,8856.921435022767,,OSMO,uosmo,11037.456336,osmosis,942.9789321057627,48746.52229583361,0.2%
1012,10230.720657862505,-8.597397715585405,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,893.110092,cosmos,,ibc/7FA7EC64490E3BDE5A1A28CBE73CC0AD22522794957BC891C46321E3A6074DB9,2.843904,,843.2368900951134,4817.998727286673,4.206%
1013,21941.537088379515,-3.98822841832535,ION,uion,25.893701,ion,OSMO,uosmo,8402.572381,osmosis,209.35914349354542,4389.571449522558,0.5%
1018,1470.2753326518794,-16.865184422605516,PEPE,ibc/E47F4E97C534C95B942729E1B25DBDE111EA791411CFF100515050BEA0AC0C6B,200438130.3328372,,OSMO,uosmo,1124.671213,osmosis,218.02008885019944,6321.577963898987,0.2%
1019,107323.56319140713,-3.4505804367061126,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4679.116333,cosmos,FLIX,ibc/CEE970BB3D26F4B907097B6B660489F13F3B0DA765B83CC7D9A0BC0CE220FA6F,298934.874473,omniflix-network,1642.0725974106829,26528.611667773414,0.3%
1020,169610.53157086467,-0.2383806551547254,CTK,ibc/7ED954CFFFC06EE8419387F3FC688837FF64EF264DE14219935F724EEEDBF8D3,83928.589863,certik,OSMO,uosmo,64930.113386,osmosis,36902.42688756942,164360.77138259678,0.2%
1023,32515.263365283565,-6.065778902231971,SLCA,ibc/5164ECF584AD7DC27DA9E6A89E75DAB0F7C4FCB0A624B69215B8BC6A2C40CD07,6384.495699,,WBTC.axl,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,0.25123918,wrapped-bitcoin,0,0,0.3%
1035,80939.2623194755,-3.701520393484887,stUMEE,ibc/02F196DA6FD0917DD5FEA249EE61880F4D941EE9059E7964C5C9B50AF103800F,5742832.419837,,UMEE,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,12480460.753675,umee,0.06836750509403962,12964.455045580768,0.3%
1036,169997.48173729924,-2.756310751459967,LORE,ibc/B1C1806A540B3E165A2D42222C59946FB85BA325596FC85662D7047649F419F3,2827509.409414,gitopia,OSMO,uosmo,65018.867662,osmosis,765.2019900893664,15500.028667106282,0.2%
1039,14323.762178000015,-3.9043547211222482,stIBCX,factory/osmo1xqw2sl9zk8a6pch0csaw78n4swg5ws8t62wc5qta4gnjxfqg6v2qcs243k/stuibcx,69.322306,,OSMO,uosmo,5478.403475,osmosis,350.16592747981866,782.1727797378228,0.3%
1041,566589.5901554788,-0.25092202927595664,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,283294.792616,usd-coin,NLS,ibc/D9AFCECDD361D38302AA66EB3BAC23B95234832C51D12489DC451FA2B7C72782,4467496.175749,,29702.665188903025,238234.0959041951,0.2%
1046,168779.68120333354,-3.2827742161287565,NTRN,ibc/126DA09104B71B164883842B769C0E9EC1486C0887D27A9999E395C2C8FB5682,72189.315335,neutron,OSMO,uosmo,64553.095961,osmosis,5748.168159802447,219328.64500964826,0.3%
1057,1671962.178060038,-2.667835394526101,PICA,ibc/56D7C03B8F6A07AD322EEE1BEF3AE996E09D1C1E34C27CF37E0D4A0AC5972516,103544399.40773295,,OSMO,uosmo,639474.694484,osmosis,172498.91982161018,3746546.2956214393,0.2%
1060,1183.452751403293,-3.5452471553083176,QSR,ibc/1B708808D372E959CD4839C594960309283424C775F4A038AAEBE7F83A988477,5502.107419,,OSMO,uosmo,452.634691,osmosis,5.978401492393887,205.8784453227463,0.2%
1061,13846.436869908262,-3.7777043972737365,ARCH,ibc/23AB778D694C1ECFC59B91D8C399C115CC53B0BD1C61020D8E19519F002BDD85,37258.12082932371,archway,OSMO,uosmo,5295.850082,osmosis,2020.3036870531944,28508.33467473752,0.2%
1065,44281.07746458094,-4.540464601150614,MPWR,ibc/DD3938D8131F41994C1F01F4EB5233DEE9A0A5B787545B9A07A321925655BF38,1434559.343495,,OSMO,uosmo,17085.710787,osmosis,959.4874023047945,4905.265877585201,0.2%
1066,142023.8108901037,-1.8928203560862604,DAI,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,74310.85944951026,dai,OSMO,uosmo,51966.401031,osmosis,1993.7037969017279,24364.643197558184,0.2%
1075,287916.52057112404,-4.099113397369571,KYVE,ibc/613BF0BF2F2146AE9941E923725745E931676B2C14E9768CD609FA0849B2AE13,1224566.038314,,OSMO,uosmo,110119.314194,osmosis,10941.076498717654,148784.81033684628,0.2%
1076,1111.1573253647302,21213.631532003037,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,447.737702,,OSMO,uosmo,507.968575,osmosis,34.81081335575988,244.28478018761456,0.2%
1077,197079.6095546953,-3.737184844213918,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,18990.50053,,OSMO,uosmo,136248.244154,osmosis,290625.2886239233,4240180.73556162,0.05%
1078,39613.220812487445,-1.7787418598363587,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2482.50584,cosmos,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,11191.82172,,20694.58305040587,234816.9461101883,0.2%
1079,2755.1982486083293,2.274467474349224,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,74.614602,cosmos,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,1903.223025,,2663.710491078786,30998.01169617072,0.05%
1081,81569.55880228293,-0.06953252932257599,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,39230.533165,,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,42395.485319,usd-coin,104726.19295217459,1084003.5124463227,0.01%
1087,75494.52900144907,-5.708992582555666,SOMM,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,167651.109026,sommelier,qSOMM,ibc/EAF76AD1EEF7B16D167D87711FB26ABE881AC7D9F7E6D0CF313D5FA530417208,255809.00385,,23.262801057728886,1846.054118446508,0.3%
1088,72350.83673422947,-1.7988499697798643,IST,ibc/92BE0717F4678905E53F4E45B2DED18BC0CB97BF1F8B6A25AFEDF3D5A879B4D5,36241.844429,,OSMO,uosmo,27665.790068,osmosis,127.13624332167024,9755.533805707706,0.2%
1090,2462348.246055356,-3.9945967520289227,WBTC.axl,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,18.7722683,wrapped-bitcoin,OSMO,uosmo,955622.675595,osmosis,94726.57876603081,1003047.527970673,0.2%
1091,63561.125080369005,-3.868432997797296,DOT,ibc/3FF92D26B407FD61AE95D975712A7C319CDE28DE4D80BDC9978D935932B991D7,3531.928130616,polkadot,OSMO,uosmo,24168.040467,osmosis,4923.695104289171,7154.525466500528,0.2%
1092,467683.6098007952,-2.943068581843062,CRO,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1784105.2447339,crypto-com-chain,OSMO,uosmo,171860.096488,osmosis,28010.093106594817,160681.72681656556,0.2%
1093,4805128.488822837,-5.399589685929756,AKT,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,446795.965441,akash-network,OSMO,uosmo,1862130.947235,osmosis,542681.9807457525,11109719.3711643,0.2%
1094,1639082.8777984036,-4.2553861458902436,AXL,ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,388574.6894,axelar,OSMO,uosmo,679029.047854,osmosis,298689.07271058974,2204380.7865934763,0.2%
1095,582825.7096046631,4.090297326655967,SCRT,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,457197.517745,secret,OSMO,uosmo,211115.47319,osmosis,76111.1186885537,835257.3155806306,0.2%
1096,659648.1640496263,-2.484854364366267,STARS,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,13600889.956287,stargaze,OSMO,uosmo,229082.463442,osmosis,63202.5955020475,1491319.6040142141,0.3%
1097,554667.7691593637,-4.043143204470176,JUNO,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1112774.90714,juno-network,OSMO,uosmo,152308.075934,osmosis,12083.804403582131,193766.86168866217,0.3%
1098,461094.7314394348,-7.205412449755821,STRD,ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,47279.621716,stride,OSMO,uosmo,190262.626235,osmosis,30734.24394582631,525029.8356321054,0.2%
